SolverIterations,BoxType,StackHeightMultiplier,Gravity,BoxDensity,FramesToSleep,FramesToCollapse,AmountThatSlept,SimulationTime
8,Cube,1,9,1,0,40.6,0,0.000504
9,Cube,1,9,1,0,45.2,0,0.000541
10,Cube,1,9,1,0,44.9,0,0.00049
11,Cube,1,9,1,0,47,0,0.000541
12,Cube,1,9,1,0,47.6,0,0.000514
13,Cube,1,9,1,0,54.4,0,0.000558
14,Cube,1,9,1,0,56,0,0.000486
6,FlatBox,1,9,1,0,59.2,0,0.000485
7,FlatBox,1,9,1,0,59.4,0,0.000482
8,FlatBox,1,9,1,0,61,0,0.000457
9,FlatBox,1,9,1,0,70.4,0,0.00045
10,FlatBox,1,9,1,0,71.4,0,0.000454
11,FlatBox,1,9,1,0,81.8,0,0.00044
12,FlatBox,1,9,1,0,92,0,0.000435
13,FlatBox,1,9,1,0,108,0,0.000488
14,FlatBox,1,9,1,0,102.8,0,0.000457
6,BigFlatBox,1,9,1,0,208.5,0,0.000403
7,BigFlatBox,1,9,1,0,233.4,0,0.000402
8,BigFlatBox,1,9,1,0,213.2,0,0.000438
9,BigFlatBox,1,9,1,0,233.8,0,0.000435
10,BigFlatBox,1,9,1,0,240.2,0,0.000433
11,BigFlatBox,1,9,1,0,244.4,0,0.000452
12,BigFlatBox,1,9,1,0,244.4,0,0.000455
13,BigFlatBox,1,9,1,0,290,0,0.000383
14,BigFlatBox,1,9,1,0,291.2,0,0.000326
6,Cube,1.01,9,1,0,40.8,0,0.000321
7,Cube,1.01,9,1,0,41.8,0,0.000338
8,Cube,1.01,9,1,0,39.6,0,0.000324
9,Cube,1.01,9,1,0,40.6,0,0.000387
10,Cube,1.01,9,1,0,51,0,0.000387
11,Cube,1.01,9,1,0,44.6,0,0.00054
12,Cube,1.01,9,1,0,48.8,0,0.000548
13,Cube,1.01,9,1,0,49.6,0,0.00054
14,Cube,1.01,9,1,0,54.8,0,0.000467
6,FlatBox,1.01,9,1,0,48.4,0,0.00053
7,FlatBox,1.01,9,1,0,65.4,0,0.000445
8,FlatBox,1.01,9,1,0,70.8,0,0.000457
9,FlatBox,1.01,9,1,0,73.8,0,0.000437
10,FlatBox,1.01,9,1,0,75.6,0,0.000461
11,FlatBox,1.01,9,1,0,83.4,0,0.000431
12,FlatBox,1.01,9,1,0,93,0,0.000437
13,FlatBox,1.01,9,1,0,90.4,0,0.000425
14,FlatBox,1.01,9,1,0,109.2,0,0.000405
6,BigFlatBox,1.01,9,1,0,188.2,0,0.000362
7,BigFlatBox,1.01,9,1,0,217.1,0,0.000328
8,BigFlatBox,1.01,9,1,0,232,0,0.000339
9,BigFlatBox,1.01,9,1,0,268.1,0,0.000404
10,BigFlatBox,1.01,9,1,0,233.2,0,0.000418
11,BigFlatBox,1.01,9,1,0,316.3,0,0.000438
12,BigFlatBox,1.01,9,1,0,289.8,0,0.000399
13,BigFlatBox,1.01,9,1,0,299.8,0,0.000397
14,BigFlatBox,1.01,9,1,0,297.2,0,0.000426
6,Cube,1.02,9,1,0,34.4,0,0.000515
7,Cube,1.02,9,1,0,38.6,0,0.000479
8,Cube,1.02,9,1,0,40,0,0.00045
9,Cube,1.02,9,1,0,40.8,0,0.000476
10,Cube,1.02,9,1,0,43.1,0,0.000498
11,Cube,1.02,9,1,0,49.4,0,0.000492
12,Cube,1.02,9,1,0,47.2,0,0.000488
13,Cube,1.02,9,1,0,52,0,0.000483
14,Cube,1.02,9,1,0,52.4,0,0.000471
6,FlatBox,1.02,9,1,0,58.6,0,0.000419
7,FlatBox,1.02,9,1,0,56.1,0,0.000514
8,FlatBox,1.02,9,1,0,66.6,0,0.000467
9,FlatBox,1.02,9,1,0,65.3,0,0.00045
10,FlatBox,1.02,9,1,0,91.4,0,0.000415
11,FlatBox,1.02,9,1,0,79.3,0,0.000444
12,FlatBox,1.02,9,1,0,92.6,0,0.000515
13,FlatBox,1.02,9,1,0,94.5,0,0.000501
14,FlatBox,1.02,9,1,0,81.8,0,0.000487
6,BigFlatBox,1.02,9,1,0,248.4,0,0.000418
7,BigFlatBox,1.02,9,1,0,231.4,0,0.000469
8,BigFlatBox,1.02,9,1,0,245.7,0,0.000433
9,BigFlatBox,1.02,9,1,0,284.6,0,0.000447
10,BigFlatBox,1.02,9,1,0,237.1,0,0.000419
11,BigFlatBox,1.02,9,1,0,264.8,0,0.000414
12,BigFlatBox,1.02,9,1,0,215.6,0,0.000441
13,BigFlatBox,1.02,9,1,0,297,0,0.000415
14,BigFlatBox,1.02,9,1,0,265.8,0,0.000397
6,Cube,1,10,1,0,38.6,0,0.000407
7,Cube,1,10,1,0,39,0,0.000449
8,Cube,1,10,1,0,38.6,0,0.000371
9,Cube,1,10,1,0,39.8,0,0.000382
10,Cube,1,10,1,0,41.8,0,0.000421
11,Cube,1,10,1,0,37,0,0.000419
12,Cube,1,10,1,0,46.4,0,0.00045
13,Cube,1,10,1,0,43.8,0,0.000493
14,Cube,1,10,1,0,51.4,0,0.000413
6,FlatBox,1,10,1,0,54.6,0,0.00034
7,FlatBox,1,10,1,0,57.4,0,0.000376
8,FlatBox,1,10,1,0,55.2,0,0.00054
9,FlatBox,1,10,1,0,69.8,0,0.000398
10,FlatBox,1,10,1,0,60.8,0,0.00045
11,FlatBox,1,10,1,0,67,0,0.000448
12,FlatBox,1,10,1,0,75.8,0,0.000403
13,FlatBox,1,10,1,0,85.6,0,0.000444
14,FlatBox,1,10,1,0,84.3,0,0.000373
6,BigFlatBox,1,10,1,0,211,0,0.000395
7,BigFlatBox,1,10,1,0,186.6,0,0.000429
8,BigFlatBox,1,10,1,0,217.2,0,0.000426
9,BigFlatBox,1,10,1,0,191.4,0,0.000447
10,BigFlatBox,1,10,1,0,206,0,0.000401
11,BigFlatBox,1,10,1,0,216.2,0,0.000415
12,BigFlatBox,1,10,1,0,229.8,0,0.000425
13,BigFlatBox,1,10,1,0,219,0,0.000445
14,BigFlatBox,1,10,1,0,256.9,0,0.000423
6,Cube,1.01,10,1,0,34.4,0,0.00049
7,Cube,1.01,10,1,0,35,0,0.000458
8,Cube,1.01,10,1,0,40.8,0,0.000487
9,Cube,1.01,10,1,0,40,0,0.000546
10,Cube,1.01,10,1,0,38.4,0,0.000451
11,Cube,1.01,10,1,0,39,0,0.000495
12,Cube,1.01,10,1,0,38.6,0,0.000548
13,Cube,1.01,10,1,0,41.4,0,0.000443
14,Cube,1.01,10,1,0,45.4,0,0.000448
6,FlatBox,1.01,10,1,0,50.6,0,0.000453
7,FlatBox,1.01,10,1,0,72.3,0,0.00047
8,FlatBox,1.01,10,1,0,65.2,0,0.000394
9,FlatBox,1.01,10,1,0,66.4,0,0.000474
10,FlatBox,1.01,10,1,0,52.8,0,0.000439
11,FlatBox,1.01,10,1,0,79.6,0,0.000452
12,FlatBox,1.01,10,1,0,85,0,0.000373
13,FlatBox,1.01,10,1,0,70.8,0,0.000397
14,FlatBox,1.01,10,1,0,95.8,0,0.000386
6,BigFlatBox,1.01,10,1,0,180.5,0,0.000387
7,BigFlatBox,1.01,10,1,0,203.2,0,0.000357
8,BigFlatBox,1.01,10,1,0,232.3,0,0.00041
9,BigFlatBox,1.01,10,1,0,204.2,0,0.000385
10,BigFlatBox,1.01,10,1,0,237.2,0,0.000386
11,BigFlatBox,1.01,10,1,0,245.7,0,0.000392
12,BigFlatBox,1.01,10,1,0,253.4,0,0.000425
13,BigFlatBox,1.01,10,1,0,239.2,0,0.000432
14,BigFlatBox,1.01,10,1,0,402,0,0.00042
6,Cube,1.02,10,1,0,37,0,0.000492
7,Cube,1.02,10,1,0,40.8,0,0.000494
8,Cube,1.02,10,1,0,34.4,0,0.000483
9,Cube,1.02,10,1,0,36.8,0,0.000527
10,Cube,1.02,10,1,0,40,0,0.000519
11,Cube,1.02,10,1,0,39.4,0,0.000452
12,Cube,1.02,10,1,0,47,0,0.000495
13,Cube,1.02,10,1,0,48.6,0,0.000505
14,Cube,1.02,10,1,0,47,0,0.000481
6,FlatBox,1.02,10,1,0,46.2,0,0.000488
7,FlatBox,1.02,10,1,0,61,0,0.000484
8,FlatBox,1.02,10,1,0,60.1,0,0.000459
9,FlatBox,1.02,10,1,0,72.4,0,0.000469
10,FlatBox,1.02,10,1,0,77.9,0,0.000511
11,FlatBox,1.02,10,1,0,82,0,0.000525
12,FlatBox,1.02,10,1,0,86.8,0,0.000478
13,FlatBox,1.02,10,1,0,91.4,0,0.0005
14,FlatBox,1.02,10,1,0,80.1,0,0.000467
6,BigFlatBox,1.02,10,1,0,168.4,0,0.000363
7,BigFlatBox,1.02,10,1,0,226.8,0,0.000422
8,BigFlatBox,1.02,10,1,0,206.6,0,0.000449
9,BigFlatBox,1.02,10,1,0,216,0,0.000488
10,BigFlatBox,1.02,10,1,0,223.8,0,0.000427
11,BigFlatBox,1.02,10,1,0,255.3,0,0.000441
12,BigFlatBox,1.02,10,1,0,312.8,0,0.00041
13,BigFlatBox,1.02,10,1,0,303.6,0,0.000457
14,BigFlatBox,1.02,10,1,0,314.6,0,0.000421
